ID,OF2,OF3,OF4,OF5,OF6,OF7,OF8,OF9,OF10,OF11,OF12,OF13,OF14,OF15,OF16,OF17,OF18,OF19,OF20,OF21,OF22,OF23,OF24,OF25,OF26,OF27,OF28,OF29,OF30,OF31,OF32,OF33,OF34,OF37,OF38,F1,F2,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F62,F63,F64,F65,F66,F67,F68,S1,S2,S3,S4,S5,S6,PC,FC,WRI,SVT,VCHWC,HWCC,MC,PP,ST,SWP,DP,ADLM,ATDO,AOD,WS,WS_Function,WS_Benefit,WS Benefit Score ,SR,SR_Function,SR_Benefit,SR Benefit Rating,PR,PR_Function,PR_Benefit,PR Benefit Rating,NR,NR_Function,NR_Benefit,NR Benefit Rating,Cluster
355,0,3,4,5,3,3,3,4,2,5,0.0,6,3,5,1,1,0.51,0.09183673469387756,3,3,1,0,1,2,3,1657,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.02479338842975207,2,2,0,0,0,0,4,0,2,3,0,2,2,2,0,0,0,0,0,4,1,0,0,3,0,0,0,2,1,2,3,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.0,2,2,0,4,0,0,4,0,1,0,1,5,0,6,0.007692307692307693,1,5.578095744680851,137.2142857142857,0.2142857142857143,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,0,-1,0,0,0,2,2,2,1.0,33.0,32.0,1.19,0,0.0,0,2.08,0,4.38,1,5.3,1,6.19,2,0.86,0,5.06,1,2
364,0,3,6,0,0,0,2,1,1,3,0.0,6,5,4,3,3,0.26,0.09183673469387756,3,3,0,0,1,3,3,2003,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0,2,0,1,1,0,5,0,1,0,0,50,3,0,0,0,0,0,0,4,0,2,1,1,2,0,1,0,3,1,1,4,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0.0,0,2,0,4,0,0,4,0,1,0,2,5,0,6,0.0,2,6.41,353.0,0.0,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,-1,0,1,0,1,2,2,0.0,8.3,8.3,2.693393562958781,0,0.0,0,3.98402734587811,1,4.710312712806052,1,3.163892700892594,1,6.705713955904421,2,3.782522561593126,1,10.0,2,2
367,0,4,5,1,0,0,2,2,1,1,0.0,6,5,0,4,3,0.01,0.09183673469387756,3,3,1,1,2,3,3,2194,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,3,2,0,1,1,1,4,1,1,1,0,2,2,0,0,0,0,0,0,4,3,1,1,2,1,1,2,2,3,2,1,4,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.0,1,2,0,4,0,0,4,0,1,0,0,5,0,6,0.0,0,5.02,230.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,-1,0,2,0,2,0,2,2.3,67.3,65.0,2.760587238848108,1,0.0,0,2.623794999927682,0,4.662535614486191,1,3.72853841913274,1,6.632702297125707,2,3.340599306244696,1,10.0,2,2
375,3,3,5,3,2,0,4,1,2,4,0.0,5,5,5,1,1,0.08,0.09183673469387756,3,3,1,0,1,2,2,1757,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.02479338842975207,2,2,0,0,0,0,4,0,2,3,1,2,2,2,2,0,1,0,0,4,0,0,1,3,0,0,2,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1.0,2,2,0,4,0,0,4,0,1,0,1,5,0,6,0.007692307692307693,1,5.578095744680851,137.2142857142857,0.2142857142857143,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,-1,0,1,0,1,2,2,0.0,21.0,21.0,0.49,0,0.0,0,1.12,0,4.62,1,4.44,1,6.57,2,0.75,0,5.06,1,2
376,0,4,6,3,2,1,3,3,2,3,0.0,6,5,5,0,1,0.0202,0.09183673469387756,3,3,2,0,2,0,3,1883,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.02479338842975207,3,2,0,2,2,0,3,0,2,0,1,15,1,0,0,0,0,0,0,3,1,0,1,2,1,0,2,1,3,1,2,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,2,2,1,4,0,0,4,0,1,0,1,5,0,6,0.0,1,5.578095744680851,137.2142857142857,0.2142857142857143,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,-1,2,0,0,1,0,2,0.0,17.0,17.0,2.53,0,0.0,0,4.25,1,0.0,0,3.19,1,0.0,0,2.21,0,0.0,0,2
384,0,4,6,3,0,0,3,3,2,3,0.0,6,3,4,4,3,0.86,0.09183673469387756,3,3,2,0,2,2,3,1911,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,3,2,0,4,2,2,2,1,1,1,2,127,2,0,0,0,0,0,0,2,2,2,1,1,1,0,2,1,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,2,2,0,4,0,0,4,0,1,0,1,5,0,6,0.0,1,5.49,230.0,0.0,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,-1,1,3,0,1,0,2,0.0,12.7,12.7,6.783596837944664,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,0
388,0,3,5,3,0,0,2,0,1,0,0.0,6,0,5,4,3,0.1,0.09183673469387756,3,3,2,0,1,3,3,2217,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,1,2,0,3,2,2,3,1,1,1,2,62,2,0,0,0,0,0,0,2,3,2,1,1,1,0,2,2,3,1,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,2,2,0,3,0,1,4,0,1,0,0,5,0,6,0.0,0,6.43,780.0,0.0,0.3787878787878788,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,3,0,1,2,-1,2,2,0,2,0,0,1.7,41.3,39.59999999999999,7.613636363636362,2,3.14231421784866,1,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,10.0,2,2
394,3,4,6,2,1,1,3,2,2,4,0.0,5,4,4,2,1,0.3181,0.09183673469387756,3,3,1,0,1,1,3,1853,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,3,1,0,1,1,0,3,0,4,2,0,10,1,1,3,1,0,0,0,0,3,0,0,0,0,0,2,2,1,3,1,3,0,0,0,1,1,1,1,2,4,4,0,1,0,0,0,0,0,1,0,1,0.0,2,2,0,3,1,2,1,0,1,0,1,5,0,6,0.0,0,5.578095744680851,137.2142857142857,0.2142857142857143,0.3787878787878788,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,1,2,2,3,-1,0,2,0,2,3,2,6.0,78.0,72.0,3.73,1,0.0,0,2.37,0,0.0,0,5.22,1,0.0,0,3.11,1,4.02,1,1
404,1,4,6,0,3,0,3,4,2,4,0.0,6,5,3,4,3,0.4,0.09183673469387756,3,3,1,0,2,1,3,1916,0,4,0,0,1.0,0.3333333333333333,0.2857142857142857,0.0,1,3,0,1,0,1,0,1,1,5,0,1,3,3,1,3,0,0,0,1,0,0,0,1,1,1,1,0,2,3,1,2,0,0,1,1,1,4,1,2,1,1,0,1,1,1,0,0,0,4,0,0,1.0,2,2,0,4,0,0,4,1,1,0,0,5,0,6,0.0,1,5.578095744680851,245.0,1.0,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,-1,0,1,0,1,4,2,0.0,2.0,2.0,7.411773009599097,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,1
405,0,4,5,6,2,1,2,3,1,4,0.0,4,5,2,2,2,0.1345,0.09183673469387756,3,3,0,0,2,2,3,2009,0,5,0,0,0.0,0.0,0.2857142857142857,0.02479338842975207,3,3,2,1,1,1,2,0,2,3,1,50,3,3,1,1,1,0,0,1,0,1,1,1,1,2,1,1,2,2,1,1,0,0,1,2,2,4,1,4,2,1,2,1,0,1,0,1,0,1,0,1,0.0,0,2,0,4,0,0,4,0,1,0,1,0,0,6,0.0,3,5.3,137.2142857142857,0.0,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,1,-1,0,1,0,1,2,2,0.0,9.0,9.0,4.368294748729531,1,0.0,0,3.054461457560648,0,4.495602432956596,1,4.423080467628129,1,6.377599561352882,2,2.845198868984051,1,10.0,2,1
406,2,3,6,0,3,0,3,0,1,4,0.0,6,4,1,4,3,0.1,0.09183673469387756,3,3,1,0,1,3,3,2194,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,3,3,2,0,0,0,1,0,1,6,1,2,3,3,2,2,0,0,0,1,0,0,0,1,0,1,0,1,3,1,0,1,0,0,1,2,0,4,1,4,2,4,1,1,1,0,0,1,0,1,1,2,1.0,2,2,0,3,1,1,4,4,1,0,1,4,0,6,0.0,4,6.52,199.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,2,4,0,1,-1,0,1,0,1,0,2,0.3,6.7,6.4,5.02540937323546,1,0.0,0,4.369850565010858,1,4.671852148658565,1,3.514974388361911,1,6.733249781500965,2,2.689160989557429,1,10.0,2,1
407,2,4,6,0,3,0,3,0,2,0,0.0,3,5,0,4,3,0.01,0.09183673469387756,3,3,0,0,2,3,3,2224,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,3,3,0,0,0,0,0,0,1,6,0,0,3,4,1,0,1,0,0,1,0,0,0,0,0,0,0,2,3,1,1,1,0,0,1,1,1,1,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0.3602941176470588,2,2,0,2,1,1,3,0,1,2,3,3,0,6,0.0,0,6.25,137.2142857142857,0.0,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2,1,-1,0,1,0,2,2,2,0.0,68.0,68.0,2.18351214003388,0,0.0,0,3.249001623024425,0,0.0,0,4.559374261686095,1,0.0,0,2.785708504582421,1,3.269230769230769,1,1
411,2,2,0,6,2,3,3,3,2,4,0.0,4,5,4,0,1,0.82,0.09183673469387756,3,3,3,0,2,1,5,2183,1,5,0,0,1.0,0.3333333333333333,0.2857142857142857,0.02479338842975207,1,0,2,1,0,2,0,3,2,2,0,5,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.3602941176470588,2,2,0,4,0,0,0,0,1,0,1,5,0,6,0.007692307692307693,1,5.57,137.2142857142857,0.2142857142857143,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,3,-1,0,4,0,2,-1,2,3.425945945945946,66.23146067415729,94.0,9.01,2,5.31,1,8.56,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,0
412,2,4,5,1,2,1,3,2,1,4,0.0,5,5,5,1,1,0.17204,0.09183673469387756,3,3,1,1,2,0,5,1801,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.02479338842975207,1,1,0,2,0,2,0,1,3,2,1,7,3,1,3,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.3602941176470588,2,2,0,4,0,0,4,0,1,0,1,5,0,6,0.0,1,5.578095744680851,137.2142857142857,0.2142857142857143,0.3787878787878788,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1,5,0,3,-1,3,4,0,2,1,2,4.0,88.0,84.0,9.21,2,0.0,0,6.04,1,0.0,0,10.0,2,0.0,0,10.0,2,10.0,2,0
413,0,3,5,5,0,3,3,4,2,4,0.0,0,5,5,0,1,0.29,0.09183673469387756,3,3,1,0,1,3,5,1735,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.02479338842975207,1,1,3,0,0,0,2,0,4,3,0,2,2,0,0,0,0,0,0,0,3,1,1,0,0,0,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.3602941176470588,2,2,0,4,0,0,4,0,1,2,1,5,0,6,0.007692307692307693,1,5.578095744680851,137.2142857142857,0.2142857142857143,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,3,-1,0,2,0,1,0,0,3.0,15.0,12.0,7.44,2,0.0,0,6.94,1,0.0,0,6.05,1,0.0,0,3.35,1,0.0,0,0
423,2,4,6,0,3,0,3,3,2,4,0.0,3,5,4,4,3,0.47,0.09183673469387756,3,3,2,0,2,2,3,1890,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,1,1,0,1,0,1,0,1,4,3,0,85,3,2,0,0,0,0,0,0,4,1,1,0,0,0,0,3,3,1,1,2,0,0,1,3,2,4,1,3,1,3,1,1,0,1,1,0,0,0,0,4,0.3602941176470588,0,2,0,4,0,0,4,0,1,0,0,5,0,6,0.0,3,4.17,137.2142857142857,0.0,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,1,-1,0,4,0,2,0,2,11.7,151.3,139.6,3.147939017504235,1,0.0,0,4.563335015589712,1,0.0,0,4.563335015589712,1,0.0,0,3.108100455389207,1,0.0,0,1
424,0,4,6,0,3,0,3,0,1,4,0.0,6,5,3,1,3,0.83,0.09183673469387756,3,3,2,0,2,3,3,2043,0,4,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,3,1,0,2,1,2,2,2,3,2,2,7,0,1,1,0,1,0,0,2,4,0,1,0,0,0,1,3,2,2,1,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0.3602941176470588,2,2,0,4,0,0,4,0,1,0,0,5,0,6,0.0,1,4.41,137.2142857142857,0.0,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,3,-1,3,4,0,0,2,2,7.3,23.3,16.0,5.021456804065501,1,0.0,0,2.256947959906853,0,0.0,0,3.841467562780769,1,0.0,0,2.883196014612875,1,10.0,2,2
425,0,4,5,5,2,2,3,4,2,4,0.0,3,4,4,2,3,0.111,0.09183673469387756,3,3,0,0,2,2,3,1864,1,5,0,0,0.0,0.0,0.2857142857142857,0.02479338842975207,1,1,2,1,0,0,0,0,2,5,1,2,2,3,1,0,0,0,0,1,3,2,1,0,0,0,0,3,2,1,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.3602941176470588,2,2,0,3,0,1,4,1,1,2,1,2,0,6,0.0,0,4.63,163.0,0.0,0.3787878787878788,0.5,0.5555555555555556,0.0,0.0,0.0,0.0,1,2,0,1,-1,0,2,0,0,0,2,3.425945945945946,66.23146067415729,26.0,7.065923207227555,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,3.717948717948718,1,0
426,1,4,6,3,2,1,2,3,2,4,0.0,5,2,4,1,1,0.006,0.09183673469387756,3,3,0,0,2,0,5,2146,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.02479338842975207,3,0,0,0,0,0,0,1,5,2,0,3,3,3,3,0,0,0,0,0,4,0,0,0,0,0,2,2,0,1,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.3602941176470588,2,2,0,4,0,0,4,0,1,0,1,5,0,6,0.007692307692307693,1,5.578095744680851,137.2142857142857,0.2142857142857143,0.3787878787878788,0.0,0.0,0.0,0.5,0.0,0.0,4,6,0,3,-1,0,4,0,2,0,2,5.0,66.23146067415729,62.37828282828283,5.31,1,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,0
427,0,0,2,6,2,1,3,4,2,4,0.0,6,3,4,0,3,0.378,0.09183673469387756,3,3,3,0,2,3,5,2175,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,2,0,2,1,0,2,0,3,0,2,2,5,2,1,0,0,0,0,0,0,4,0,1,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.3602941176470588,2,2,0,4,0,0,4,0,1,0,1,5,0,6,0.0,1,4.47,137.2142857142857,0.2142857142857143,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0,3,-1,2,4,0,2,-1,2,3.425945945945946,66.23146067415729,94.3,9.01,2,0.0,0,7.84,2,10.0,2,10.0,2,10.0,2,10.0,2,10.0,2,0
430,0,0,5,5,3,1,3,3,2,4,0.0,5,5,3,0,3,0.9,0.09183673469387756,3,0,0,0,2,1,5,2169,1,5,0,0,0.02758620689655172,0.0,0.2857142857142857,0.02479338842975207,2,0,0,1,0,2,0,2,5,2,1,1,2,1,0,0,0,4,0,0,4,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.3602941176470588,2,2,0,4,0,0,4,0,1,0,1,5,0,6,0.007692307692307693,1,5.578095744680851,137.2142857142857,0.2142857142857143,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0,3,-1,2,4,0,2,-1,2,3.425945945945946,66.23146067415729,88.0,6.64,2,0.0,0,3.52,1,10.0,2,10.0,2,10.0,2,10.0,2,10.0,2,0
442,0,4,6,0,3,0,3,3,2,5,0.0,6,4,4,4,3,0.76,0.09183673469387756,3,3,2,0,2,3,3,1973,0,5,0,0,0.02758620689655172,0.3333333333333333,0.2857142857142857,0.0,1,0,2,0,0,1,0,2,4,2,2,1,3,1,1,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.3602941176470588,2,2,0,4,0,0,4,0,1,0,1,5,0,6,0.0,1,3.7,210.0,0.0,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0,3,-1,0,4,0,2,1,2,17.7,127.0,109.3,7.080039525691701,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,0
443,0,4,6,0,3,0,3,4,2,5,0.0,6,4,2,3,3,0.36,0.09183673469387756,3,3,2,0,2,3,3,2166,0,5,0,0,0.02758620689655172,0.3333333333333333,0.2857142857142857,0.0,3,0,2,1,0,2,2,3,3,3,2,21,0,1,2,0,1,0,0,1,4,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.3602941176470588,2,2,0,4,0,0,4,0,1,0,1,5,0,6,0.0,1,4.03,137.2142857142857,0.0,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,4,7,0,1,-1,0,4,0,2,1,2,3.425945945945946,66.23146067415729,53.3,8.221343873517789,2,0.0,0,6.398559423769507,1,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,0
444,0,5,6,0,3,0,3,3,2,4,0.0,6,5,2,1,3,0.47,0.09183673469387756,3,3,3,0,2,3,3,2079,0,5,0,0,0.02758620689655172,0.3333333333333333,0.2857142857142857,0.0,3,0,2,1,0,1,0,2,2,3,2,3,3,2,1,0,1,0,0,0,4,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.3602941176470588,2,2,0,4,0,0,4,0,1,0,1,5,0,6,0.0,1,5.578095744680851,137.2142857142857,0.2142857142857143,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0,1,-1,0,4,0,2,1,2,5.0,66.23146067415729,62.37828282828283,6.74407114624506,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,0
446,0,3,4,5,3,0,2,0,1,4,0.0,6,5,2,4,3,0.3,0.09183673469387756,0,1,2,1,2,3,3,2283,0,5,0,0,0.02758620689655172,0.3333333333333333,0.2857142857142857,0.0,3,0,0,1,0,1,0,2,3,3,2,1,2,1,3,1,0,0,0,0,4,0,1,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0.3602941176470588,2,2,0,3,1,0,3,0,1,0,3,4,0,6,0.0,0,4.43,90.0,0.2142857142857143,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,2.0,4,7,0,1,-1,0,4,0,2,0,2,3.425945945945946,66.23146067415729,86.3,6.101778656126483,1,0.0,0,10.0,2,10.0,2,10.0,2,10.0,2,10.0,2,10.0,2,0
448,3,3,6,1,3,3,3,3,2,4,0.0,4,4,5,2,1,0.252,0.09183673469387756,3,3,1,0,2,1,3,2147,1,5,0,0,0.02758620689655172,0.3333333333333333,0.2857142857142857,0.02479338842975207,3,3,0,0,0,0,2,0,1,5,1,2,3,3,0,2,0,0,0,1,0,1,0,0,0,1,2,3,1,3,1,3,0,0,1,1,1,3,1,4,2,4,0,1,0,0,1,1,0,0,1,2,0.3602941176470588,2,2,1,4,0,0,4,0,1,0,1,5,0,6,0.007692307692307693,0,5.578095744680851,137.2142857142857,0.2142857142857143,0.3787878787878788,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2,4,2,1,-1,0,1,0,0,3,2,0.0,32.7,32.7,1.37,0,0.0,0,2.69,0,4.24,1,4.47,1,5.98,2,1.89,0,3.72,1,1
449,2,4,5,2,3,2,3,1,1,4,0.0,2,3,5,0,1,0.25,0.09183673469387756,3,3,1,0,1,3,2,2232,1,5,0,0,0.02758620689655172,0.3333333333333333,0.2857142857142857,0.02479338842975207,2,1,3,0,0,0,1,0,3,4,0,10,2,3,3,1,0,0,0,1,3,1,1,0,0,0,2,2,1,2,2,3,0,0,0,0,0,4,1,2,3,4,1,0,0,0,0,0,0,1,1,1,0.3602941176470588,2,2,0,3,1,0,4,0,1,1,1,5,0,6,0.007692307692307693,1,5.578095744680851,137.2142857142857,0.2142857142857143,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,3,-1,0,2,0,2,2,2,3.425945945945946,66.23146067415729,58.0,3.77,1,0.0,0,2.2,0,0.0,0,5.96,2,0.0,0,2.06,0,10.0,2,1
451,3,4,6,1,2,1,3,3,2,4,0.0,5,3,4,1,1,0.279,0.09183673469387756,3,3,0,0,2,2,1,2073,0,5,0,0,0.02758620689655172,0.3333333333333333,0.2857142857142857,0.02479338842975207,3,3,2,0,0,0,2,0,0,5,0,2,3,3,0,2,0,0,0,1,0,1,0,0,0,0,2,1,1,3,1,3,0,0,1,2,2,3,1,3,1,3,2,1,0,1,2,1,0,0,0,2,0.3602941176470588,0,2,1,3,1,1,4,5,1,0,0,5,0,6,0.007692307692307693,2,5.578095744680851,137.2142857142857,0.2142857142857143,1.0,0.6666666666666666,0.0,0.0,0.5,0.5,0.0,2,4,2,1,-1,0,1,0,1,3,2,0.0,0.0,0.0,0.88,0,0.0,0,1.91,0,4.75,1,4.15,1,6.47,2,1.97,0,4.62,1,1
452,3,4,5,3,2,2,2,3,2,3,0.0,5,0,5,1,1,0.016,0.09183673469387756,3,3,0,2,1,2,1,2062,1,5,0,0,0.02758620689655172,0.3333333333333333,0.2857142857142857,0.02479338842975207,3,3,0,0,0,0,2,0,2,5,0,2,2,3,2,3,0,1,0,2,0,1,0,4,0,0,2,2,1,3,0,3,0,0,0,1,1,2,1,2,2,3,0,0,0,0,1,1,0,0,1,2,0.3602941176470588,0,2,1,4,0,0,4,0,1,2,3,5,0,6,0.007692307692307693,2,5.578095744680851,137.2142857142857,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,2,3,2,1,-1,0,1,0,2,3,2,0.0,118.0,118.0,0.6,0,4.37,1,0.99,0,5.42,1,4.69,1,10.0,2,1.28,0,5.96,1,1
456,3,4,5,3,3,0,2,1,1,4,0.0,0,1,1,3,0,0.03,0.09183673469387756,3,3,1,0,2,2,3,2082,1,5,0,3,0.02758620689655172,1.0,0.2857142857142857,0.0,3,3,2,0,0,0,0,0,1,1,1,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,3,3,1,0,0,1,1,1,4,1,3,2,2,1,1,0,0,0,1,0,0,1,0,0.3602941176470588,0,2,0,4,0,0,4,0,1,0,2,4,0,6,0.0,2,5.578095744680851,137.2142857142857,1.0,0.3787878787878788,0.6666666666666666,0.0,0.3333333333333333,0.5,0.5833333333333334,0.6666666666666666,2,4,-1,-1,-1,0,1,-1,1,0,-1,0.0,1.3,1.3,1.112365894974591,0,10.0,2,2.352772649507306,0,4.651069110889424,1,3.336624223566059,1,6.177109546346532,2,1.55857338686897,0,10.0,2,1
457,3,4,5,3,3,1,3,1,0,4,0.0,3,2,4,4,0,0.00085,0.09183673469387756,3,3,0,1,2,2,3,1970,1,5,0,0,0.02758620689655172,0.3333333333333333,0.2857142857142857,0.02479338842975207,3,3,2,0,3,0,0,0,2,4,0,40,3,3,0,1,0,0,0,0,0,0,1,3,0,1,2,1,2,3,2,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3602941176470588,0,2,2,4,0,0,2,5,1,1,0,5,0,6,0.007692307692307693,2,5.578095744680851,137.2142857142857,0.2142857142857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,-1,2,1,0,1,3,2,0.0,8.3,8.3,1.51,0,10.0,2,2.1,0,4.86,1,3.86,1,6.93,2,2.77,1,10.0,2,2
458,3,4,5,3,3,1,2,3,2,4,0.0,3,4,4,2,1,0.086,0.09183673469387756,3,3,0,0,2,2,1,2207,0,5,0,0,0.02758620689655172,0.3333333333333333,0.2857142857142857,0.02479338842975207,1,2,2,6,0,0,0,1,1,0,0,20,2,0,0,0,0,0,0,0,3,0,0,3,0,0,2,1,1,2,4,4,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.3602941176470588,2,2,1,4,0,0,4,0,1,0,1,5,0,6,0.0,1,5.578095744680851,137.2142857142857,0.2142857142857143,0.3787878787878788,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,3,0,0,2,-1,1,2,0,1,2,2,7.7,31.0,23.3,0.52,0,0.0,0,-0.49,0,4.71,1,3.52,1,6.42,2,0.26,0,4.62,1,2
459,3,4,5,3,1,1,2,3,2,3,0.0,2,3,4,1,0,0.75,0.09183673469387756,3,3,0,2,0,2,3,2202,0,5,0,0,0.02758620689655172,0.3333333333333333,0.2857142857142857,0.02479338842975207,3,2,1,5,0,2,0,2,0,0,0,7,2,0,0,0,0,0,0,2,3,2,0,2,0,0,2,2,1,2,3,4,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.3602941176470588,2,2,1,4,0,0,3,1,1,0,0,5,0,6,0.0,0,5.578095744680851,137.2142857142857,0.2142857142857143,0.3787878787878788,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,3,1,2,2,-1,1,2,0,2,2,2,6.0,58.3,52.3,4.21,1,10.0,2,1.61,0,0.0,0,4.53,1,2.99,1,1.74,0,4.62,1,2
